CompanyCode,Category,ThisMonthRevenue,PreviousMonthRevenue,ThisMonthRevenueOfLastYear,RevenueGrowthRateFromLastMonth,RevenueGrowthRateInTheSameMonthLastYear,CumulativeRevenues,CumulativeRevenuesLastYear,GrowthRateOfCumulativeRevenues,CapitalStock,DataYear,DataMonth
4572,電機機械,21712,32138,67028,-32.441346692389075,-67.60756698693083,311933,704299,-55.71014583294879,358000,2020,10
4576,電機機械,186814,183363,164470,1.8820590849844296,13.585456314221439,1997168,1711740,16.67472863869513,1186156,2020,10
4581,汽車工業,64188,81693,64830,-21.427784510300764,-0.990282276723739,704302,876921,-19.684669428603033,338990,2020,10
4720,化學工業,291745,278677,279532,4.689299798691676,4.3690883333571815,2523393,2668978,-5.454709630427827,893857,2020,10
4722,化學工業,325267,343680,359007,-5.35760009310987,-9.398145440061057,3059846,3636108,-15.84831913683532,1000091,2020,10
4725,化學工業,827152,710192,845148,16.468785905783225,-2.1293311940630515,6641897,9020472,-26.368631264528066,1320099,2020,10
4737,生技醫療業,99385,199098,311630,-50.08237149544446,-68.10801270737734,1260819,1733116,-27.25132074252387,615217,2020,10
4739,化學工業,373386,482591,577026,-22.628892789132,-35.291304031360795,4392271,5336488,-17.69360298383506,930292,2020,10
4746,生技醫療業,269546,280622,218989,-3.946946426153331,23.086547726141497,2534619,2254135,12.443087925079908,1083125,2020,10
4755,化學工業,271686,341015,325294,-20.330190754072397,-16.479861294705714,3176665,3332978,-4.689889942267847,907060,2020,10
4763,化學工業,216368,215166,189607,0.5586384465947222,14.113930392865242,1905045,1758224,8.350528715340023,510767,2020,10
4764,化學工業,222069,232700,234980,-4.56854318865492,-5.49451017107839,2042401,2941621,-30.568859822526427,754206,2020,10
4766,化學工業,1435195,1383760,1582326,3.717046308608429,-9.298399950452687,12526096,14171043,-11.607804732509805,1205707,2020,10
4807,貿易百貨,216475,210175,244641,2.997502081598668,-11.513196888501929,1501640,1373856,9.301120350313278,383860,2020,10
4904,通信網路業,6675780,5959157,7251410,12.02557677201658,-7.938180298728111,63369428,69903368,-9.347103275481661,32585008,2020,10
4906,通信網路業,1604590,2364119,1154813,-32.12735907118043,38.94803747446557,16645296,15584102,6.809465184455288,3575904,2020,10
4912,電子零組件業,525931,580771,505843,-9.442620241024432,3.9711926427765136,4163742,3891791,6.987811010406263,469670,2020,10
4915,電子零組件業,6572730,7230174,9361898,-9.09305917119007,-29.792762108709148,55254811,64997870,-14.989812743094506,4508983,2020,10
4916,電腦及週邊設備業,170961,192048,739638,-10.980067483129218,-76.88585497229725,3066438,6418819,-52.22738014578695,834515,2020,10
4919,半導體業,3252543,3372433,964621,-3.555000203117453,237.18351559835415,14051409,8542439,64.48942743401504,2875544,2020,10
4927,電子零組件業,1088910,901667,781140,20.766313949606676,39.400107535140954,9899564,8889753,11.359269487014993,1899379,2020,10
4930,電器電纜,1058450,1022438,873991,3.5221695594256084,21.105366073563687,7611324,7992020,-4.763451542914057,1343000,2020,10
4934,光電業,258994,172469,170367,50.16843606677142,52.02122476770736,1864551,1965030,-5.1133570479840005,2000000,2020,10
4935,光電業,1021950,1179759,603560,-13.376376022560539,69.32036582941214,8731704,4275297,104.23619692386283,1309370,2020,10
4938,電腦及週邊設備業,138168160,126145765,147157281,9.530557763869439,-6.108512564865888,1080071733,1095432159,-1.4022252198641176,26105110,2020,10
4942,光電業,703063,708999,758492,-0.8372367238881859,-7.3077896668653075,5872849,6287823,-6.599645059983399,1423676,2020,10
4943,電子零組件業,459550,536516,707671,-14.345518120615226,-35.061631746955854,3643539,4078623,-10.667423784939182,1572125,2020,10
4952,半導體業,302048,300597,224671,0.4827060815643536,34.44013691130586,2372725,2272996,4.387557215234871,1088158,2020,10
4956,光電業,116143,123508,102117,-5.96317647439842,13.735225280805349,1032641,983749,4.9699669326220395,1004082,2020,10
4958,電子零組件業,15192751,11573909,16531249,31.267240825895556,-8.09677478090131,91272163,94626285,-3.5445986281718658,9470491,2020,10
4960,光電業,851615,830130,1168004,2.58814884415694,-27.088006547922785,7547146,12347796,-38.87859825348588,6657285,2020,10
4961,半導體業,1064024,1086717,800590,-2.088216159312866,32.90498257535068,8306185,7600003,9.291864753211284,1655492,2020,10
4967,半導體業,570017,805719,574951,-29.25362316142477,-0.8581600866856479,6393939,5621705,13.736651069381974,695731,2020,10
4968,半導體業,530865,603884,301016,-12.091560630849633,76.35773513700269,4242355,2216891,91.36506936967129,631920,2020,10
4976,光電業,171228,160405,100164,6.747295907234813,70.94764586078831,1036847,1075970,-3.636067920109297,1188070,2020,10
4977,通信網路業,320309,318450,241124,0.5837651122625216,32.8399495695161,2740685,2038806,34.42598265847756,686898,2020,10
4989,電子零組件業,265227,269445,259764,-1.5654400712575849,2.1030627800619017,2279656,2463831,-7.4751474431484946,1530850,2020,10
4994,資訊服務業,294508,242858,286491,21.267571996804715,2.7983427053554912,2781219,3152525,-11.778050927431185,1106390,2020,10
4999,電子零組件業,327306,275692,263371,18.72161687680455,24.275641585444106,2255864,1803465,25.084989173618563,744172,2020,10
5007,鋼鐵工業,430654,508898,515657,-15.375183239077378,-16.48440727072453,4044532,5600648,-27.784570642539936,2949401,2020,10
5203,資訊服務業,159391,121206,155765,31.504215962906127,2.3278656951176453,1363180,1208976,12.754926483238707,824183,2020,10
5215,電腦及週邊設備業,375367,407514,190417,-7.8885633377012825,97.12893281587252,2919483,1712480,70.48275016350556,593375,2020,10
5225,其他電子業,894236,1225048,995256,-27.00400310844963,-10.150152322618503,7204058,9174887,-21.48068962593218,614550,2020,10
5234,光電業,336962,367556,374466,-8.323629596578481,-10.015328494442754,3600201,3795287,-5.140217327437951,1027159,2020,10
5243,光電業,923274,987036,750661,-6.459946749662628,22.99480058242003,7703981,8433860,-8.654151242728714,1685289,2020,10
5258,電腦及週邊設備業,301324,329433,346004,-8.532539241666743,-12.913145512768637,2901053,2670934,8.615675265656133,895425,2020,10
5264,電腦及週邊設備業,12003542,5510400,2939522,117.83431329849013,308.3501331168809,41680696,27230020,53.06891438199458,4162069,2020,10
5269,半導體業,674081,816100,269057,-17.40215659845607,150.53464507520712,5661679,3014549,87.81180866524313,692228,2020,10
5283,電器電纜,385142,461258,410423,-16.50182761057803,-6.159742509557213,5210294,4967092,4.896265259431473,730004,2020,10
5284,其他,122419,94075,125023,30.129152272123303,-2.0828167617158444,1040150,1218598,-14.643713513398184,436646,2020,10
5285,半導體業,381640,357447,375258,6.768276136042546,1.7006965874145257,3452548,3718932,-7.162916665322196,940892,2020,10
5288,電機機械,398138,410267,442879,-2.9563674387654872,-10.102307853838182,3749225,4403802,-14.863906233749836,658261,2020,10
5305,半導體業,587666,536167,939105,9.605029776170484,-37.422758903424004,5485840,9313087,-41.0953639754466,3124566,2020,10
5388,通信網路業,3642896,3560186,2931924,2.3231932264213158,24.249332520215397,29160609,25170353,15.852999757293828,2490547,2020,10
5434,電子通路業,2844355,3166037,2668446,-10.1603992625481,6.5921888619818425,30073747,25553798,17.687973427668172,1816995,2020,10
5469,電子零組件業,4145325,4424778,3751155,-6.3156388862898885,10.507963547227456,37112723,35861755,3.4883066933004256,5284413,2020,10
5471,半導體業,518966,569494,293677,-8.87243763762217,76.71319170381065,4374496,2689201,62.668986066865216,1678770,2020,10
5484,光電業,25875,25583,21126,1.1413829496149788,22.47940925873332,246681,246968,-0.1162093874510058,681150,2020,10
5515,建材營造,599820,597310,418700,0.4202173075957208,43.257702412228326,5634353,3751023,50.20843647186381,2574401,2020,10
5519,建材營造,89665,1000509,451302,-91.03806162663204,-80.13192939539377,2312364,3203886,-27.826270972188148,2191971,2020,10
5521,建材營造,157659,188472,276614,-16.348847574175473,-43.00396943032529,6571991,3298564,99.2379411161948,4475274,2020,10
5522,建材營造,2377061,2013079,1650684,18.080860214626448,44.00460657521367,19426107,16313571,19.07942779664857,7815962,2020,10
5525,建材營造,45367,40934,194963,10.829628181951435,-76.73045654816555,817216,2003857,-59.21784837940033,2645912,2020,10
5531,建材營造,311791,373411,566231,-16.50192415327883,-44.93572411259716,2540143,3957434,-35.81338311643353,9775892,2020,10
5533,建材營造,247299,290881,58575,-14.982759272692268,322.1920614596671,2520371,1413156,78.35051473439593,2852449,2020,10
5534,建材營造,2441066,233567,967588,945.12452529681,152.28361658061075,7036185,7410784,-5.0547823280235935,2903259,2020,10
5538,鋼鐵工業,812846,875862,725936,-7.1947407239953325,11.97212977452558,7238734,7270119,-0.4316985732970808,1680000,2020,10
5546,建材營造,558936,495252,559038,12.858908192193065,-0.018245629098558598,4191393,4837621,-13.358384214058935,767250,2020,10
5607,航運業,175761,157998,150014,11.242547374017393,17.163064780620473,1544513,1965771,-21.429657879783555,2299791,2020,10
5608,航運業,243691,225759,337175,7.942983446950066,-27.725661748350266,2187800,3218722,-32.02892328073067,2792670,2020,10
5706,觀光事業,14757,17969,328356,-17.875229562023485,-95.50579249351314,475610,2727123,-82.56000921117236,671173,2020,10
5871,其他,5171035,5244699,5121112,-1.404541995641695,0.9748468691955966,48770756,47875449,1.8700754117209428,15313280,2020,10
5876,金融保險業,2754534,2934588,3402677,-6.135580190473075,-19.048031887834195,31751462,34614453,-8.271085491369746,44816031,2020,10
5880,金融保險業,4386735,3959910,4583652,10.778654060319553,-4.296072214906366,42437555,40818654,3.966081292146478,133342237,2020,10
5906,貿易百貨,214384,107858,183274,98.76504292681118,16.97458450189334,1381550,1542239,-10.419202211849136,300000,2020,10
5907,貿易百貨,530541,418073,478313,26.90152198300297,10.919209806131132,3681801,5187041,-29.01924237730143,1955310,2020,10
6005,金融保險業,762280,917820,750836,-16.946677997864505,1.5241677277061836,7451667,6275390,18.74428521573958,21709080,2020,10
6024,金融保險業,181868,186850,177258,-2.666309874230666,2.6007288810660167,2004334,1604861,24.89143919629177,2104375,2020,10
6108,電子零組件業,770289,732063,698838,5.22168174050594,10.224257982536725,6885285,6599926,4.3236696896298525,1598993,2020,10
6112,資訊服務業,1065516,1234016,1009899,-13.654604154241113,5.5071843818045165,11551388,10334025,11.780143748442645,1883573,2020,10
6115,電子零組件業,544143,622438,572773,-12.578762864735124,-4.99848980311572,4976030,5501871,-9.557494168801847,1876621,2020,10
6116,光電業,2078321,2055878,1497560,1.091650380032278,38.78048291888138,14589707,13305906,9.64835464792852,31339338,2020,10
6117,電腦及週邊設備業,163107,207718,154695,-21.476713621352022,5.437796955299136,1892346,1649075,14.751967011809649,886500,2020,10
6120,光電業,1384385,1317224,1040693,5.0986772181496836,33.02530140973371,11169162,13765519,-18.861308462107388,6655551,2020,10
6128,電腦及週邊設備業,416403,406024,538105,2.5562528323448857,-22.61677553637301,3502080,5359556,-34.6572738488039,1275887,2020,10
6131,光電業,715,-1404,-2540,150.9259259259259,128.1496062992126,-6352,-6409,0.8893743173662038,330000,2020,10
6133,電子零組件業,87723,91429,87502,-4.053418499600783,0.2525656556421568,776601,971656,-20.074491383781915,1170062,2020,10
6136,通信網路業,44175,45280,82159,-2.4403710247349824,-46.23230565123723,539336,712520,-24.30584404648291,1155364,2020,10
6139,其他電子業,1236491,1193918,1606633,3.565822778448771,-23.038366571581694,10659099,12997051,-17.988326736580476,2255409,2020,10
6141,電子零組件業,322493,318310,246113,1.314127737111621,31.034524791457578,2636950,2542098,3.7312487559488265,1289144,2020,10
6142,通信網路業,345377,396168,253236,-12.82057107085883,36.38542703249143,2644778,2909641,-9.102944315123413,2682356,2020,10
6152,通信網路業,268070,333184,382013,-19.54295524394929,-29.826995416386357,2315018,3737197,-38.05469714334031,1677384,2020,10
6153,電子零組件業,1345767,1799470,1440364,-25.21314609301628,-6.567575973851055,12838014,14417835,-10.957407960349107,5561776,2020,10
6155,電子零組件業,43858,48030,49227,-8.686237768061629,-10.906616287809536,483867,528232,-8.398771751806025,868426,2020,10
6164,光電業,50970,58039,57124,-12.179741208497735,-10.773055108185703,620692,760124,-18.343322931521694,1000002,2020,10
6165,電子零組件業,188820,173011,180,9.137569287501949,104800.0,446335,1947,22824.24242424242,532424,2020,10
6166,電腦及週邊設備業,764843,817809,895601,-6.4765733808260855,-14.600028360843725,7688857,8516812,-9.721419235272538,2174972,2020,10
6168,光電業,232627,212773,182784,9.331071141545214,27.2687981442577,1997425,1800029,10.966267765685997,2060698,2020,10
6172,電腦及週邊設備業,54537,51936,37945,5.008086876155269,43.72644617209119,420047,472917,-11.179551591505486,300000,2020,10
6176,光電業,5081930,5438033,4880078,-6.548378797995525,4.136245363291325,44665239,47771065,-6.501479504381994,4650272,2020,10
6177,建材營造,8343,117950,351170,-92.92666384061044,-97.62422758208277,2052336,6250513,-67.16531907061068,3553045,2020,10
6183,資訊服務業,155217,231853,151395,-33.05370213022907,2.5245219459031008,1532754,1327176,15.489882276352196,1500000,2020,10
6184,其他,171755,165662,165444,3.6779708080308096,3.8145837866589303,1658567,1674253,-0.9368954393392156,1582306,2020,10
6189,電子通路業,2283815,2720888,2065758,-16.06361599595426,10.555786302170922,21841820,18871526,15.739553865437275,1790451,2020,10
6191,電子零組件業,2031094,2258119,1836673,-10.053721703772034,10.585498888479332,18388199,18167393,1.2153972779693818,5155469,2020,10
6192,其他電子業,500920,508161,434750,-1.424942095123396,15.220241518113859,4937320,5261990,-6.170099145000275,1068397,2020,10
6196,其他電子業,2047274,2542196,1729001,-19.468286473584254,18.40791300872585,19971601,19273085,3.624308199751104,1871427,2020,10
6197,電子零組件業,287884,319351,309413,-9.853421470419695,-6.958014045951527,2832769,3006062,-5.7647846252006785,1220858,2020,10
6201,其他電子業,269624,377839,269136,-28.640505612178732,0.18132096783782176,2709911,2810376,-3.574788569216361,892000,2020,10
6202,半導體業,567529,536113,403031,5.859958628125041,40.81522265036685,4526610,3766475,20.181602161171924,2261682,2020,10
6205,電子零組件業,95932,105928,90692,-9.436598444226266,5.7777973801437845,1126491,995762,13.128538747210676,718390,2020,10
6206,電腦及週邊設備業,384834,411070,464916,-6.382367966526383,-17.225047105283533,3792676,4530308,-16.28216006505518,1430623,2020,10
6209,光電業,305414,314350,301172,-2.842691267695243,1.408497469884319,2382087,2851793,-16.470550281875298,1631469,2020,10
6213,電子零組件業,1966142,2122141,2129664,-7.351019559963263,-7.6783004267339825,21274330,19757893,7.6750947077201,3329572,2020,10
6214,資訊服務業,1532063,1973028,1599412,-22.34965748078588,-4.21085999104671,18724662,17637407,6.164483248586371,2693933,2020,10
6215,其他電子業,121226,107368,132058,12.907011400044706,-8.202456496387951,1296668,1267421,2.307599448012933,827896,2020,10
6216,通信網路業,57234,76604,73813,-25.28588585452457,-22.46081313589747,686386,758951,-9.561223320082588,864908,2020,10
6224,電子零組件業,175762,180841,163583,-2.808544522536372,7.445150168416033,1418198,1349455,5.094130593461804,800018,2020,10
6225,光電業,542,2767,838,-80.41199855439103,-35.322195704057286,17044,8692,96.0883571099862,1270766,2020,10
6226,光電業,61607,70970,68337,-13.192898407777937,-9.848252045012217,641413,892473,-28.1308230052898,1149517,2020,10
6230,電腦及週邊設備業,868837,918766,796058,-5.434354340495839,9.142424295717149,7314036,7026893,4.086343708378654,863433,2020,10
6235,電腦及週邊設備業,198259,187621,170842,5.6699409980759095,16.048161459125975,1526542,1826826,-16.437471330055516,1689465,2020,10
6239,半導體業,6468226,6312439,6314017,2.4679367198637485,2.4423279189777283,63625731,53531152,18.85739167354366,7791466,2020,10
6243,半導體業,58416,64306,43028,-9.159331944142073,35.76275913358743,533529,458909,16.26030433048818,749766,2020,10
6251,電子零組件業,1069891,1193206,1227076,-10.334761977395353,-12.809720017342038,10174471,11383639,-10.621981248702633,3110593,2020,10
6257,半導體業,1154534,1146516,1477233,0.6993360755541135,-21.844827457821477,10067160,8243132,22.127851404053697,4235137,2020,10
6269,電子零組件業,3332466,3066783,3187819,8.663247448547876,4.537490993058262,22540712,20487868,10.019802938988088,3468367,2020,10
6271,半導體業,1063940,1050741,701095,1.2561611281942933,51.7540418916124,7955831,6045735,31.594107250814005,1788483,2020,10
6277,電腦及週邊設備業,431966,400679,479631,7.808495079602375,-9.937848054024863,3887874,4176033,-6.90030466713266,1194711,2020,10
6278,光電業,3701620,3818582,3411907,-3.062969447821207,8.491233788025289,33118972,31590675,4.837810524783025,2923983,2020,10
6281,電子通路業,1253260,1425381,1210561,-12.075438075854807,3.527207633485632,16630455,15051732,10.488646755071109,991729,2020,10
6282,電子零組件業,1822337,1942698,1633996,-6.195558959755968,11.5264052053983,17359168,17291686,0.3902569130621502,5166212,2020,10
6283,其他電子業,177214,200578,183263,-11.64833630806968,-3.300720821988072,1229533,1010958,21.620581666102844,1479998,2020,10
6285,通信網路業,5481154,5893640,5333370,-6.998832639930503,2.77093094984972,51034998,51515073,-0.9319117144607366,3976243,2020,10
6288,汽車工業,399491,381794,434050,4.635222135497154,-7.9619859463195475,3045778,3588738,-15.129552505644044,1711280,2020,10
6289,光電業,7865,6647,11895,18.324055965097035,-33.879781420765035,59578,101396,-41.242258077241715,1047781,2020,10
6405,光電業,37985,29182,70467,30.165855664450692,-46.09533540522514,372308,508660,-26.80611803562301,658000,2020,10
6409,其他電子業,1036994,1209408,1059376,-14.256065777636662,-2.1127531679026146,11073517,10678548,3.6987144694203744,874385,2020,10
6412,電子零組件業,3346105,3563651,3534272,-6.1045820704664955,-5.324066738496642,28950154,29061696,-0.38381104805445626,3887510,2020,10
6414,電腦及週邊設備業,7578835,8551786,6972847,-11.377167295813994,8.690682586323778,66083726,63936404,3.3585279522445464,918664,2020,10
6415,半導體業,1327227,1307267,1035235,1.5268495265313051,28.20538331876337,11143196,8493487,31.19695126395084,926188,2020,10
6416,通信網路業,382601,529622,407903,-27.759609683887753,-6.2029453080756936,4478874,3405848,31.505398949101664,712949,2020,10
6431,光電業,6637,11924,49282,-44.339147936933905,-86.53260825453512,119578,250615,-52.286176007022725,456428,2020,10
6442,通信網路業,235583,215866,212091,9.133907146099897,11.076377592637124,2024589,2124579,-4.706344174539991,693000,2020,10
6443,光電業,364547,437254,323028,-16.628092596065446,12.853065368946345,3959396,3773655,4.922045073012769,3790167,2020,10
6449,電子零組件業,192660,264950,174462,-27.284393281751274,10.430924785913264,1931204,1602003,20.549337298369604,845247,2020,10
6451,半導體業,431168,483268,436448,-10.780767607207597,-1.2097661118850356,3871529,4790037,-19.175384240247,1067088,2020,10
6456,光電業,11049697,12043188,12490816,-8.249402068621697,-11.537428779673002,100290947,98209999,2.118875899795091,3394398,2020,10
6464,其他,352241,352404,245258,-0.046253731512695656,43.62059545458252,3615373,2435586,48.439554177105634,1246986,2020,10
6477,光電業,172228,362958,124475,-52.548779748621044,38.363526812612974,1917777,1352365,41.809126973856905,944565,2020,10
6491,生技醫療業,420532,380742,283132,10.450646369457534,48.52860150036025,2985702,2639552,13.113967824843007,700000,2020,10
6504,其他,947060,987449,574929,-4.09023655905267,64.72642708925798,7846067,5409643,45.038535814655425,726000,2020,10
6505,油電燃氣業,29630211,30249278,51596141,-2.0465513259523087,-42.57281566852063,341042729,546847973,-37.63481884571235,95259596,2020,10
6525,半導體業,324396,327283,290910,-0.8821112003984319,11.510776528823348,3061743,2866069,6.827260613753543,1290473,2020,10
6531,半導體業,278253,476040,375932,-41.54839929417696,-25.98315652830831,2817414,2776209,1.484218227085929,741296,2020,10
6533,半導體業,66677,46359,51407,43.827520006902645,29.70412589725135,379104,413054,-8.21926430926707,426509,2020,10
6552,半導體業,203819,220044,251555,-7.373525294941013,-18.976366997276934,2242536,2597564,-13.667728687339368,830000,2020,10
6558,其他電子業,192786,201049,172634,-4.109943347144228,11.673250923919971,1411792,1707132,-17.300361073426075,869087,2020,10
6573,半導體業,135217,150819,148644,-10.344850449877004,-9.032991577191144,1260400,1440667,-12.512745832312396,804993,2020,10
6579,電腦及週邊設備業,417735,439621,509299,-4.978379103818972,-17.97843702815046,4905155,5086309,-3.561600366788569,1484984,2020,10
6581,其他,154379,105097,85400,46.89191889397414,80.77166276346604,1171312,1372158,-14.637235653620063,1112708,2020,10
6582,橡膠工業,563468,492659,298333,14.372821769215625,88.87216633761602,3890853,2778932,40.01252999353709,1061241,2020,10
6591,電腦及週邊設備業,170613,158495,109745,7.6456670557430835,55.463119048703824,1260632,958741,31.48827472695963,312924,2020,10
6592,其他,1281434,1239898,1179697,3.3499529800031937,8.62399412730557,11991328,11320442,5.926323371472597,5150004,2020,10
6598,生技醫療業,50551,15726,5641,221.44855653058633,796.135436979259,211057,84528,149.68886049593036,815929,2020,10
6605,汽車工業,1366968,1271426,1303609,7.514554523818138,4.8602763558705115,11697809,12832170,-8.839977961638603,1658163,2020,10
6625,其他,63808,104872,43708,-39.156304828743615,45.98700466733778,517222,707859,-26.93149341888709,393734,2020,10
6641,其他,193683,202277,150889,-4.248629354795652,28.361245683913342,1437306,1586189,-9.386208074825886,340000,2020,10
6655,其他,206134,205850,204603,0.13796453728443042,0.7482783732398841,1633903,2035887,-19.744907256640467,756085,2020,10
6666,生技醫療業,80264,77813,63061,3.1498592780126717,27.279935300740558,571165,1091408,-47.667141893773916,473880,2020,10
6668,光電業,137344,134887,119107,1.8215246836240704,15.311442652404981,1432915,1090769,31.36741143175136,683539,2020,10
6669,電腦及週邊設備業,19827765,16813564,15488010,17.92719854041653,28.020094253554845,154252708,129534054,19.082745607575905,1748407,2020,10
6670,其他,1236251,1199857,1362856,3.0331947890456945,-9.289682842501337,10524156,13475275,-21.900250644235463,1310300,2020,10
6671,其他,159312,183696,158010,-13.27410504311471,0.8239984811087906,1522261,1512482,0.6465531490622698,607500,2020,10
6672,電子零組件業,361867,370572,490166,-2.349071165657416,-26.174602073583237,3986954,4508599,-11.570002122610596,714543,2020,10
6674,通信網路業,262099,265321,203532,-1.2143780552613626,28.77532771259556,2210864,2486518,-11.085944280314882,668870,2020,10
6698,其他電子業,57987,64881,68323,-10.625606880288528,-15.128141328688727,471779,736180,-35.91526528838056,663897,2020,10
6706,光電業,261114,223586,250442,16.784592953047152,4.261266081567788,2539047,3157221,-19.579687326291065,671779,2020,10
6715,電子零組件業,203625,214469,151066,-5.056208589586374,34.792077634941016,1870797,1820168,2.781556427758317,570000,2020,10
6754,其他,240418,242170,354283,-0.7234587273402981,-32.13956074663475,2593022,3382766,-23.34610197690293,660000,2020,10
8011,通信網路業,117887,90216,154016,30.671942892613288,-23.457952420527736,1159033,1212159,-4.3827583675078925,1175803,2020,10
8016,半導體業,1322850,1295195,1316438,2.1351997189612373,0.4870719319861626,10994496,11386240,-3.440503625428588,1201368,2020,10
8021,其他電子業,278463,274042,257326,1.6132563621634641,8.21409418403115,2411086,2458372,-1.923468051214381,1421804,2020,10
8028,半導體業,211479,194791,226951,8.567130924940065,-6.817330613216067,2011711,2215971,-9.21762965309564,1324080,2020,10
8033,其他,100008,55225,75579,81.09189678587595,32.32247052752749,709387,695394,2.012240542771436,1126297,2020,10
8039,電子零組件業,859971,960296,643741,-10.44729958262869,33.58959581570849,7202075,6268199,14.898633562846362,2091196,2020,10
8046,電子零組件業,3602318,3491648,2963669,3.16956348406254,21.549268828604003,31128925,25282654,23.12364437689176,6461654,2020,10
8070,電子通路業,1373618,1435944,1505669,-4.34041996066699,-8.770254285636486,13360143,12772300,4.6024834994480255,638799,2020,10
8072,電子通路業,134293,154346,76170,-12.992238218029618,76.30694499146645,949048,662797,43.18833670037734,800000,2020,10
8081,半導體業,650862,700796,530802,-7.125326057797134,22.618603547085357,6057047,4596661,31.770583038427237,861720,2020,10
8101,通信網路業,402192,442750,267567,-9.160474308300396,50.31450066712263,2590366,1834717,41.18613388331824,2080887,2020,10
8103,電子零組件業,256140,279707,251099,-8.425602505478947,2.007574701611715,2544776,2599944,-2.1218918561322857,789534,2020,10
8104,光電業,164958,162018,135343,1.814613191126912,21.88144196596795,1338528,1443666,-7.282709435561965,676300,2020,10
8105,光電業,637435,637122,716796,0.049127168736913814,-11.071629864005935,5761442,7422000,-22.373457289140397,4415448,2020,10
8110,半導體業,451140,487592,604828,-7.4759224925757595,-25.410199263261624,5013950,5479892,-8.502758813494864,5063811,2020,10
8112,電子通路業,11698810,13232417,12056628,-11.589772299346368,-2.9678115638966385,108846053,92477514,17.700020569324558,3784964,2020,10
8114,電腦及週邊設備業,707837,765321,801692,-7.511096650947772,-11.707114452932048,6558698,8105022,-19.078591026649896,1060749,2020,10
8131,半導體業,789015,807212,856179,-2.2543024632934103,-7.844621276625565,8131421,7755313,4.849681760104331,4422222,2020,10
8150,半導體業,2068704,1897061,1898900,9.047837681550568,8.942229711938491,18769766,16665300,12.62783148218154,7272401,2020,10
8163,電腦及週邊設備業,2125354,2060191,1753261,3.1629591625242512,21.222909766429527,18074631,15743685,14.805593480814691,2800000,2020,10
8201,其他電子業,111385,83794,73151,32.92717855693725,52.267228062500855,848328,977516,-13.215947360452411,623662,2020,10
8210,電腦及週邊設備業,551833,714938,594186,-22.813866377224322,-7.127902710599037,6201532,5361544,15.666904906497084,1209259,2020,10
8213,電子零組件業,1951112,2176334,1761420,-10.348687287888717,10.76926570607805,18781605,18251747,2.9030536090599983,2712424,2020,10
8215,光電業,1350356,1297855,1144653,4.0452130630925645,17.970773675515638,12340534,11722161,5.2752474565056735,3206745,2020,10
8222,電機機械,31580,21310,62782,48.193336461755045,-49.69895830014973,361493,661808,-45.37796460604888,685735,2020,10
8249,電子零組件業,289962,332215,268221,-12.718570805050948,8.10562931314103,2782512,3590865,-22.511372607992786,1270550,2020,10
8261,半導體業,314893,312522,221155,0.7586665898720729,42.38565711831068,2487247,1822319,36.48801335002269,813404,2020,10
8271,半導體業,562178,583850,681755,-3.711912306243042,-17.539585334907702,5918537,6245681,-5.237923614734727,1008978,2020,10
8341,其他,248639,231614,221447,7.350591933130121,12.279236115187835,2350937,2131317,10.304426793386435,1115000,2020,10
8367,航運業,148255,145392,164799,1.9691592384725431,-10.038895867086573,1574044,1488923,5.716951111642443,811319,2020,10
8374,電機機械,205349,227516,182847,-9.743051038168744,12.306463874168019,2207687,2425858,-8.99356021663263,1122254,2020,10
8404,其他,466133,527936,497108,-11.706532610013335,-6.231040337311008,5613779,5618794,-0.08925402853352518,3151781,2020,10
8411,其他,362987,530692,370758,-31.60119240538768,-2.095976351150885,4543039,4632432,-1.929720716893416,1753981,2020,10
8422,其他,225020,222162,260188,1.2864486275780738,-13.516380463357265,2235793,2238328,-0.11325417901219124,1088880,2020,10
8427,其他,262808,75130,191547,249.80433914548118,37.202879710984774,2787145,3489896,-20.136731868227592,1042610,2020,10
8429,貿易百貨,12680,13344,142073,-4.976019184652278,-91.07501073391848,338958,1986593,-82.93772302630684,1857471,2020,10
8442,其他,221301,302801,549242,-26.915366858101525,-59.70792473991428,3124867,5456841,-42.73487169591344,599996,2020,10
8443,貿易百貨,109754,107260,137724,2.3251911243706878,-20.308733408846678,1076243,1278343,-15.809528428598584,668000,2020,10
8454,貿易百貨,4928610,4960104,4065554,-0.6349463640278511,21.228496780512568,51451414,39988122,28.666742589211868,1400585,2020,10
8462,觀光事業,324456,337210,303501,-3.782212864387177,6.90442535609438,3025623,2917351,3.7113120772920367,737342,2020,10
8463,其他,321315,320259,303508,0.3297331222541755,5.867061164779841,2614302,2558450,2.1830405128104906,1500000,2020,10
8464,其他,2220198,2271760,2128163,-2.2696939817586363,4.324621751247437,19868588,20032143,-0.8164628217759827,2930202,2020,10
8466,其他,221042,271110,260578,-18.46778060565822,-15.172424379648321,2389416,2874702,-16.88126282306827,660590,2020,10
8467,其他,51037,81386,95925,-37.29019733123633,-46.79489184258535,902551,1245324,-27.524804789757525,495340,2020,10
8473,其他,351217,313456,258255,12.046666836812824,35.99620530096223,3625563,3648302,-0.6232762528979234,1348122,2020,10
8478,其他,278795,225623,71758,23.566746298028125,288.52114050001387,3187431,2319969,37.39110307077379,908862,2020,10
8480,其他,173622,169036,182719,2.7130315435765158,-4.978683114509164,1564320,1605427,-2.560502595259704,392700,2020,10
